"datetime","WF_smarthallowTRIB","WF_mayerTRIB","WF_hwy82TRIB_UP","WF_temproverHALL","SB_confluence","WF_bloomTRIB","WF_temproverSalemRidge","WF_temprover2","WF_hwy82TRIB_DOWN"
2023-06-24 12:00:00,"15.6130032182199","16.4943240907357","15.748","18.747","20.5389505447403","13.9745964469571","16.082","14.8234156052944","18.504576465051"
2023-06-24 13:00:00,"16.3321290803075","17.4047256250846","16.796","18.937","21.1875538250693","14.2257337815535","16.392","15.6210328358475","19.2840312359086"
2023-06-24 14:00:00,"16.5582461278052","17.7344271153277","17.819","20.0768132685589","21.2584539200363","14.3397999755114","16.5554605294608","15.8686008305456","19.6117724212105"
2023-06-24 15:00:00,"16.5501676667939","17.910976945587","19.056","20.1169128833451","21.4401525800202","14.4878943197677","16.5764616983051","15.8457558743553","19.9583947279678"
2023-06-24 16:00:00,"16.7686532695998","18.2906654359638","20.269","20.2489538860232","21.8982619543141","14.6474911373642","16.7648127269009","16.080425294567","20.3913563488005"
2023-06-24 17:00:00,"16.3974782443979","18.0375397757126","20.77","19.9060104893494","21.6678427369085","14.6930217610029","16.5023374695373","15.6526223309069","20.4014995586415"
2023-06-24 18:00:00,"15.6218743972328","17.278162794959","20.484","19.2000033983426","20.9843105333598","14.6019605137256","15.9200576118284","14.7758204578178","19.9842240211672"
2023-06-24 19:00:00,"15.4221853169571","16.7729750276509","20.198","18.7175066624727","20.4008617373193","14.3282975021711","15.7247028919388","14.5730975787724","19.2875732407604"
2023-06-24 20:00:00,"15.1182129785719","16.2656601539541","19.912","18.2050458112702","19.7260111706488","14.1231700609359","15.4657275632846","14.2450529772238","18.7250380704483"
2023-06-24 21:00:00,"14.6867035935021","15.7083582801237","19.365","17.6441697590302","19.0912225983235","13.9635732433393","15.1219921042713","13.7672641430052","18.2363645314044"
2023-06-24 22:00:00,"14.2034082859337","15.149992853099","18.224","17.1035885232607","18.6648059137797","13.8380045760411","14.7466622839436","13.2272424549222","17.814277528811"
2023-06-24 23:00:00,"13.8555458665346","14.7181902561998","16.963","16.7504726811764","18.3570729996973","13.7234591123607","14.4721221197419","12.8407732070664","17.4535677934515"
2023-06-25 00:00:00,"13.5752676928237","14.2863876593007","16.082","16.4077924417307","18.0298066082532","13.5633830250416","14.2386111384167","12.5356253627889","17.0033170246925"
2023-06-25 01:00:00,"13.3072542091555","13.8790467858712","15.485","16.0504652508232","17.8331143087632","13.4148094110629","14.0161351407343","12.2434166760319","16.5833600474971"
2023-06-25 02:00:00,"13.24590865457","13.7003698492233","15.079","15.9096209115037","17.7168352564448","13.3117664207227","13.9526757837669","12.1828846336698","16.3246690283444"
2023-06-25 03:00:00,"13.3070198849985","13.6237940192313","14.721","15.8731118578264","17.6895494890945","13.2087234303826","13.9785392131473","12.2621098592399","16.0980040220555"
2023-06-25 04:00:00,"13.4122855932338","13.5982687425673","14.433","15.8967105794125","17.6693211793809","13.1171829133828","14.0386987684486","12.3906693641879","15.9099729148469"
2023-06-25 05:00:00,"13.4193528595274","13.5472181892394","14.194","15.8742617180187","17.6170214473674","13.0711730200216","14.0354984442866","12.4029681485746","15.8034763378218"
2023-06-25 06:00:00,"13.3857992811611","13.4195918059194","14.002","15.7558662400931","17.5279227957988","12.9906557066396","13.9964018321227","12.3720820457767","15.6050975732039"
2023-06-25 07:00:00,"13.3145642402476","13.3174906992635","13.93","15.6404147690316","17.4590524539437","12.9561482866187","13.9381748475338","12.2939578416091","15.5052088823951"
2023-06-25 08:00:00,"13.3110306071008","13.3430159759275","13.882","15.6599196235613","17.5503175415989","12.9791532332993","13.9397750096148","12.2878084494157","15.5584571709076"
2023-06-25 09:00:00,"13.4811755030684","13.4706423592474","13.954","15.8107562140372","17.694815475676","12.967650759959","14.0617937598025","12.4830493889191","15.5758687943393"
2023-06-25 10:00:00,"13.5688902076481","13.7003698492233","14.146","16.0067173882278","18.0499571002216","13.0941779667022","14.1487520893023","12.5715153412964","15.8967571424142"
2023-06-25 11:00:00,"14.034011988312","14.1587612759808","14.433","16.4729274536877","18.2548820213322","13.1512110636812","14.4983797320469","13.0971014839505","16.152702522049"
2023-06-25 12:00:00,"14.1458678738855","14.3374382126287","14.936","16.6192164552533","18.5153115915518","13.2202259037229","14.5925030046376","13.2184105753027","16.3444734004505"
2023-06-25 13:00:00,"14.2536259479141","14.5405768727462","15.151","16.8323015781234","18.432279125517","13.3117664207227","14.6877278797538","13.3329704843617","16.5882164258703"
2023-06-25 14:00:00,"14.3248609888276","14.6426779794022","15.629","16.9259744002","18.4348983443801","13.3462738407436","14.7459548643427","13.4110946885293","16.6881051166791"
2023-06-25 15:00:00,"14.6428206250857","15.0489552996373","16.32","17.3035964075781","18.9778048144435","13.4603400347015","14.9985962180929","13.7634806341765","17.039865811629"
2023-06-25 16:00:00,"14.9123807372776","15.4297073432085","16.963","17.5750526863411","19.5675618455932","13.5863879717222","15.2181097218677","14.059526893478","17.4071834332048"
2023-06-25 17:00:00,"15.007756959185","15.4807578965365","16.82","17.6896070840666","19.3772831478129","13.5633830250416","15.2835016495475","14.1704942366205","17.3779546543402"
2023-06-25 18:00:00,"14.7693164044167","15.3531315132165","17.13","17.5169918446058","19.3961255603417","13.6208953917431","15.1200218303479","13.8930758787643","17.4510266015018"
2023-06-25 19:00:00,"14.4251047802429","15.0234300229733","17.272","17.1706610895858","19.0308269276643","13.5863879717222","14.8626794678588","13.5034094314979","17.2797465903505"
2023-06-25 20:00:00,"14.3479609024678","14.8458166395198","17.296","17.0365183840998","18.6181195845235","13.4948474547224","14.7897852893295","13.4237888394219","17.0440100681467"
2023-06-25 21:00:00,"14.1348199581254","14.5405768727462","16.939","16.7243157769069","18.2044791269745","13.3918044643823","14.6156028951185","13.1900160170189","16.7456201372147"
2023-06-25 22:00:00,"13.8775245359762","14.1842865526447","16.415","16.4005536328126","17.8247763205421","13.2772590007019","14.4071243749866","12.906908915238","16.4085963072024"
2023-06-25 23:00:00,"13.5860812844267","13.8279962325432","15.772","16.0711199655451","17.5029866488808","13.185718483702","14.1779153203488","12.5827131042806","16.1168142624868"
2023-06-26 00:00:00,"13.3816713969803","13.5727434659034","15.175","15.8449914732594","17.32524212852","13.1171829133828","14.0163680718616","12.3557300472048","15.9019664116309"
2023-06-26 01:00:00,"13.3004297076603","13.4195918059194","14.649","15.7395322533544","17.2035917230195","13.048168073341","13.9445754958578","12.2693602728357","15.7182020364453"
2023-06-26 02:00:00,"13.1750335405335","13.2153895926075","14.242","15.5737383972591","17.0258472026587","12.967650759959","13.8384867939331","12.1336562190887","15.4958037621795"
2023-06-26 03:00:00,"13.10379849962","13.1132884859516","13.954","15.5016173632404","16.9169730241531","12.9331433399381","13.7802598093442","12.0555320149211","15.3959150713707"
2023-06-26 04:00:00,"13.0953384797373","13.0356491027653","13.762","15.4584066757295","16.8257079364979","12.8761102429592","13.7637317240216","12.0511240172641","15.2594000313743"
2023-06-26 05:00:00,"13.102405746031","12.9845985494373","13.642","15.441175615655","16.6729773808003","12.830100349598","13.7605313998596","12.0634228016508","15.1529034543492"
2023-06-26 06:00:00,"13.1265469270248","12.9335479961093","13.497","15.4241714165074","16.5509795591239","12.7725879828965","13.7676963429506","12.0962659406257","15.0237859846758"
2023-06-26 07:00:00,"13.1471544748718","12.9080227194453","13.401","15.4207736877894","16.4197106348181","12.7380805628757","13.7764614481226","12.1229596874072","14.947916803515"
2023-06-26 08:00:00,"13.2119165005256","12.9335479961093","13.425","15.4779374561887","16.3591782811841","12.7150756161951","13.8195226792155","12.1989877135666","14.9106815214344"
2023-06-26 09:00:00,"13.2866851745859","13.0101238261013","13.449","15.5632216091549","16.3701354882682","12.7265780895354","13.8761495017233","12.2832613099275","14.9573219237306"
2023-06-26 10:00:00,"13.4098233000764","13.2409148692715","13.642","15.765657556252","16.5838511803763","12.830100349598","13.9847688114202","12.4142717763555","15.2333020908097"
2023-06-26 11:00:00,"13.5964478597102","13.4961676359114","14.026","16.0026753730302","16.89513642773","12.91061766298","14.1355189065188","12.6198544640686","15.4717133715075"
2023-06-26 12:00:00,"13.8514852402231","13.8790467858712","14.553","16.3796404557918","17.3555998975099","13.048168073341","14.3465280344228","12.8982679785305","15.8623190943329"
2023-06-26 13:00:00,"14.0646261845655","14.1842865526447","15.127","16.6863984007385","17.8359442608274","13.1512110636812","14.5207104286338","13.1320408009335","16.1607090252649"
2023-06-26 14:00:00,"14.3712735082706","14.6671397028718","15.963","17.0898669982285","18.4011401100904","13.3347713674033","14.7777203824915","13.4651225552263","16.6731571229462"
2023-06-26 15:00:00,"14.45676024385","14.7947660861918","16.32","17.1921553503424","18.4590532448614","13.380301991042","14.8483446825499","13.5584977365632","16.8027306724255"
2023-06-26 16:00:00,"14.446042182331","14.7437155328638","16.701","17.2128100650643","18.3479072636685","13.3462738407436","14.8343472049993","13.5493961515872","16.7197975252424"
2023-06-26 17:00:00,"14.3750414655745","14.8968671928477","17.296","17.2481692585494","18.5362615749375","13.517852401403","14.8137161479975","13.4525787642116","17.1052648598752"
2023-06-26 18:00:00,"14.426263209675","14.8968671928477","17.51","17.2427245963032","18.3506318491321","13.4833449813821","14.8448119497564","13.5142118279762","17.0374021819304"
2023-06-26 19:00:00,"14.2830817147355","14.6926649795358","17.368","17.0714860779616","18.0819696572921","13.4148094110629","14.7279260944431","13.3571074048665","16.8385673375065"
2023-06-26 20:00:00,"13.9316856621896","14.2863876593007","16.892","16.6614229580332","17.6717761664138","13.323268894063","14.4549860923225","12.9644887648174","16.5311058906595"
2023-06-26 21:00:00,"13.6031551991269","13.8279962325432","16.511","16.2061022170657","17.1809273787886","13.1742160103618","14.1882805876018","12.6032574588688","16.0941933698385"
2023-06-26 22:00:00,"13.2768827777005","13.3430159759275","15.986","15.7461267757929","16.7054740370213","13.0021581799799","13.9190444751089","12.2467197402393","15.6036989562042"
2023-06-26 23:00:00,"13.041177353524","12.9335479961093","15.294","15.3486267278412","16.2700245319046","12.830100349598","13.7158700066857","11.9935441676847","15.1368904479172"
2023-06-27 00:00:00,"12.8026497093132","12.5496052929552","14.625","14.9919564615502","15.9162215956378","12.6805681961742","13.5147275864791","11.7350752177112","14.7223876909491"
2023-06-27 01:00:00,"12.591202628209","12.216713143129","13.906","14.6901761692033","15.6209174923745","12.554040989431","13.3375160249404","11.5053961925275","14.3691397257096"
2023-06-27 02:00:00,"12.4027382986666","11.9593332701005","13.329","14.461533733743","15.3790882851083","12.4730444063264","13.185336924595","11.2977579098403","14.1291186992167"
2023-06-27 03:00:00,"12.3849830434899","11.8306433335862","12.847","14.363433072288","15.1833872577212","12.3810246196041","13.155675133993","11.2859603567563","13.9077854376499"
2023-06-27 04:00:00,"12.4191609455262","11.7019533970719","12.461","14.2977735233833","14.9575391945454","12.2540181431383","13.1575410312854","11.3366518822114","13.6176469609445"
2023-06-27 05:00:00,"12.3273484294016","11.4966876305657","12.098","14.1363942188738","14.7311054331372","12.1500166133532","13.071684304311","11.2414367475409","13.3487307598877"
2023-06-27 06:00:00,"12.2214314533257","11.2648330342011","11.807","13.9327013001894","14.4912006123823","12.0340333405052","12.9733635884471","11.1312268603759","13.0479110214723"
2023-06-27 07:00:00,"12.1795350171552","11.1871936510148","11.637","13.8679388246207","14.3679222601217","11.9995259204844","12.9365368547541","11.086586168317","12.9556952295788"
2023-06-27 08:00:00,"12.2271930554729","11.3414088641931","11.613","13.9962068041708","14.4854818430243","12.0920249769292","12.9880974558075","11.1324670236096","13.1859775315554"
2023-06-27 09:00:00,"12.4858799031671","11.8572321634445","11.807","14.4542949248249","14.9856527097036","12.3345354565204","13.2208292314185","11.4053889117409","13.8246994373797"
2023-06-27 10:00:00,"13.0046843930448","12.7038205061334","12.292","15.2282102423168","15.8992257518753","12.6690657228339","13.6600074789448","11.966711279072","14.7481394218974"
2023-06-27 11:00:00,"13.7802501993097","13.7769456792153","13.257","16.231974733107","17.0758751319851","13.0136606533202","14.288301049834","12.8201437743629","15.7624304035242"
2023-06-27 12:00:00,"14.8315860642772","16.296","14.529","17.5634356221383","18.3568622664962","14.266","15.1280177416259","13.9831035008127","16.9820171867928"
2023-06-27 13:00:00,"15.7716014774775","16.939","16.082","18.789280595776","19.5239475179766","14.697","15.8884495116018","15.0180455366512","18.1973194657724"
2023-06-27 14:00:00,"16.6190929614407","17.915","17.582","19.8149530463999","20.4890235069608","14.912","16.5625926684677","15.9569164230449","19.1446480808889"
2023-06-27 15:00:00,"16.9217897083154","18.319","18.985","20.2338245287565","21.0360207996221","14.888","16.8206375514307","16.2835052197192","19.7068496469003"
2023-06-27 16:00:00,"16.7925300538007","18.366","20.103","20.2085047433574","21.2022186471476","14.673","16.7532463796184","16.1223588004711","20.0217795450943"
2023-06-27 17:00:00,"16.37776472919","17.843","20.793","19.8175998674999","20.9390369426089","14.29","16.4569735558895","15.6458213475329","19.9945649973494"
2023-06-27 18:00:00,"15.8758488783977","17.011","21.079","19.2272267095736","20.4190833677226","13.906","16.0742409622164","15.0814177323171","19.6477382430239"
2023-06-27 19:00:00,"15.4007491939191","16.153","20.913","18.6022820523382","19.8015602375907","13.546","15.6967079368378","14.5548944088204","19.1217069463941"
2023-06-27 20:00:00,"14.9946565813537","15.318","20.46","18.0095516467261","19.0703772740034","13.281","15.3610678666066","14.1114045184509","18.5042495419775"
2023-06-27 21:00:00,"14.6036508788654","14.505","19.627","17.4482322430039","18.3257232510695","13.04","15.0344307318017","13.6861471630208","17.8647801778056"
2023-06-27 22:00:00,"14.1167047760717","13.906","18.485","16.840974635462","17.6319830629644","12.896","14.6419031097614","13.1493226743484","17.2532634510039"
2023-06-27 23:00:00,"13.6256608617331","13.425","17.201","16.2460665267623","17.066892580302","12.775","14.2504770902466","12.6057490033829","16.6937188712205"
2023-06-28 00:00:00,"13.2394356393103","13.04","16.129","15.7705707188562","16.6278907419139","12.678","13.9375100302709","12.1807884556617","16.187545055455"
2023-06-28 01:00:00,"12.9259920863247","12.751","15.151","15.3623143837365","16.2718160029599","12.606","13.6798074609765","11.8377896846525","15.7286205748787"
2023-06-28 02:00:00,"12.6739241605606","12.509","14.409","15.0024732496544","16.0136582354275","12.558","13.4666996114359","11.5649257722842","15.2834904220463"
2023-06-28 03:00:00,"12.5436016066979","12.292","13.81","14.7578567257068","15.7942237739615","12.485","13.3424826621075","11.4309631130735","14.8713288192715"
2023-06-28 04:00:00,"12.4852255068612","12.195","13.377","14.5962505602703","15.6516502263957","12.509","13.2769245835035","11.375980672805","14.5581133701119"
2023-06-28 05:00:00,"12.3891679444773","12.074","12.992","14.4484777261905","15.5151428643638","12.485","13.1922361324746","11.2737601311667","14.3433879947613"
2023-06-28 06:00:00,"12.3856643839664","12.05","12.727","14.3698819192652","15.4871622646617","12.534","13.1749716573421","11.2772135552521","14.151739591865"
2023-06-28 07:00:00,"12.4062719318134","12.147","12.558","14.3612663892279","15.4762050575775","12.606","13.1837367625141","11.3039073020336","14.0758704107042"
2023-06-28 08:00:00,"12.5129303936378","12.34","12.509","14.4831926331959","15.5648509263697","12.703","13.2636247273","11.4245760202519","14.1308509205171"
2023-06-28 09:00:00,"12.6154308986454","12.92","14.3122564473368","14.8517823346398","16.0111994808759","12.992","13.3823435690384","11.5192899236196","14.7275969601658"
2023-06-28 10:00:00,"13.1302848116927","14.098","15.4186588238987","15.6102474509364","16.9231445762875","13.401","13.8225567456701","12.0741193333323","15.7007904130137"
2023-06-28 11:00:00,"14.1006721287251","15.533","16.6874022793827","16.8000873265","18.1878031505324","13.978","14.5948723606126","13.1489273078425","16.463"
2023-06-28 12:00:00,"15.2243727194463","16.654","18.1577461272922","18.2445951225784","19.581755286147","14.505","15.4892883101101","14.3935052455793","17.677"
2023-06-28 13:00:00,"16.2280218015043","17.629","19.5227344391207","19.5568504512103","20.7339835810961","14.912","16.2917841920677","15.5032757273778","18.533"
2023-06-28 14:00:00,"16.9281455614965","17.534","19.9828588755459","20.4180459717916","20.8803005350839","14.2942693518727","16.8170053411332","16.2949479893314","19.08"
2023-06-28 15:00:00,"17.1490063680172","18.4672152662231","20.6819626993337","20.7851983479951","21.3834414505533","14.5339042131288","17.0216237257504","16.5249644052581","19.77"
2023-06-28 16:00:00,"17.1179451554442","18.5682528196847","20.9357391873093","20.7682672317064","21.5688291267834","14.6364679337464","17.0175924334013","16.4800787065713","20.174"
2023-06-28 17:00:00,"16.6303981613963","18.1896278825022","20.8175425976766","20.3207853466278","21.2638207981647","14.6589936107045","16.6660551189912","15.9215794769209","20.269"
2023-06-28 18:00:00,"16.107874762757","17.6833765619998","20.4811188393392","19.7716956922161","20.9260499824129","14.6019605137256","16.2745574201462","15.3304821149236","20.174"
2023-06-28 19:00:00,"15.7511340517475","17.2026505181613","19.969383847868","19.2579911572189","20.4442340153606","14.4538661694693","15.9874487836407","14.9369668770659","19.888"
2023-06-28 20:00:00,"15.4313633901726","16.6963991976589","19.353378324032","18.7574497411692","19.7969112656158","14.2602412015744","15.7190386334247","14.5898337258034","19.341"
2023-06-28 21:00:00,"15.0081968629071","16.0891103236948","18.6690031672353","18.1483853488185","19.1101703774528","14.0546344906166","15.3730332959406","14.1257994808457","18.699"
2023-06-28 22:00:00,"14.5531405478774","15.4552326198725","17.9730898744678","17.5131144681046","18.486581061787","13.8490277796589","15.0037668161783","13.6253701140307","18.057"
2023-06-28 23:00:00,"14.0455868972367","14.8202913628558","17.3473462391242","16.8818044171226","17.960213885191","13.6779284887221","14.6024740889661","13.0618518785768","17.439"
2023-06-29 00:00:00,"13.6293116569585","14.2608623826367","16.7533899212868","16.3451840110852","17.5475065420503","13.5063499280627","14.2676748919591","12.6025518039723","16.892"
2023-06-29 01:00:00,"13.3171436954835","13.8024709558793","16.2268222477593","15.9384115084797","17.2221645371175","13.3462738407436","14.0109027683557","12.2610088378374","16.392"
2023-06-29 02:00:00,"13.0656399481174","13.3940665292554","15.7209652812059","15.5798273459849","16.9425451381933","13.185718483702","13.7982934783707","11.9887447155689","15.963"
2023-06-29 03:00:00,"12.8889048748116","13.0622379326236","15.2718818738694","15.3010826742102","16.6703306130818","13.0366656000008","13.6423110108936","11.8007541896613","15.509"
2023-06-29 04:00:00,"12.7415084062487","12.7548710594614","14.8334135516259","15.0455768257702","16.4508961516158","12.8876127162995","13.5077287943122","11.6462471758624","15.127"
2023-06-29 05:00:00,"12.6354441954584","12.5240800162912","14.4978252551902","14.8431408786731","16.2555425404046","12.7725879828965","13.4094747518683","11.5357810640227","14.84"
2023-06-29 06:00:00,"12.590608377175","12.3443395264489","14.1843901798184","14.7060305081587","16.0383798816257","12.6575632494936","13.3558821025983","11.495193586149","14.601"
2023-06-29 07:00:00,"12.5806017287685","12.293288973121","14.0916057758917","14.6781369845186","15.9742951947203","12.6230558294727","13.3423165111834","11.4869480159474","14.553"
2023-06-29 08:00:00,"12.5983569839452","12.4219789096352","14.3358001749577","14.7925716327122","16.097226130805","12.7150756161951","13.3719783017854","11.4987455690314","14.721"
2023-06-29 09:00:00,"12.8982301827415","12.9845985494373","15.0969281511091","15.2685344502648","16.6870341383794","12.967650759959","13.6365800789594","11.817746561367","15.247"
2023-06-29 10:00:00,"13.4490429505059","13.9545590626688","16.3624705797241","16.1451548957676","17.7500818427285","13.380301991042","14.1132925865629","12.4084118858714","16.201"
2023-06-29 11:00:00,"14.3563621051227","15.149992853099","17.6071567746157","17.2662478078662","19.0639681473474","13.734961585701","14.8395178030848","13.4112856314414","17.201"
2023-06-29 12:00:00,"15.5029282853272","16.5443110908693","18.9371672379177","18.6539280756323","20.4632916361441","14.0891419106375","15.7401682499822","14.6872509032788","18.271"
2023-06-29 13:00:00,"16.2876447482596","17.6078642852021","20.0755748458507","19.7151186829951","21.4212048008909","14.4198380191709","16.3726125075819","15.5524055831618","19.246"
2023-06-29 14:00:00,"16.830981274311","18.4416899895591","21.0672055037542","20.4494493613315","22.1358171546366","14.7275291810238","16.824811030405","16.1441951193738","20.15"
2023-06-29 15:00:00,"17.2242450184356","19.0234535868591","21.7395230613682","20.9339722899861","22.8214844778977","14.932656622259","17.1489175574378","16.574146062123","21.056"
2023-06-29 16:00:00,"16.9615394803747","18.9734665867255","21.9974131312418","20.7591955526511","22.6705453932555","15.0692484931749","16.9820990613259","16.2617590222964","21.461"
2023-06-29 17:00:00,"16.596720308354","18.6692903731463","21.8654168557362","20.4051463409297","22.3551693233038","15.0692484931749","16.7159915936648","15.8453988282485","21.366"
2023-06-29 18:00:00,"16.2948521366703","18.2906654359638","21.4911822282256","19.9796699657629","21.9513894341354","14.9666847725573","16.4771765606308","15.5103194547447","21.223"
2023-06-29 19:00:00,"15.7926718890851","17.6323260086718","20.8091785666368","19.3336376126951","21.2617910450528","14.7730598046624","16.0757126765843","14.9550062064582","20.96"
2023-06-29 20:00:00,"15.4042173696179","17.0261006879021","20.0791584686879","18.7598593309705","20.5469366417318","14.5449274167466","15.7509364331616","14.5326604607767","20.365"
2023-06-29 21:00:00,"15.0343833933746","16.393286537274","19.2679500405562","18.1759816866944","19.8166867925528","14.2827668785324","15.4335629630843","14.1346966422279","19.579"
2023-06-29 22:00:00,"14.486773076472","15.6828330034597","18.5397879048438","17.510780719184","19.126846353895","14.0776394372972","14.9968725074257","13.5285933096893","18.818"
2023-06-29 23:00:00,"14.018176479889","15.0234300229733","17.8092542739234","16.9052338050831","18.5476991136535","13.8605302529992","14.6156405983295","13.0137689804794","18.105"
2023-06-30 00:00:00,"13.6047234596451","14.4384757660903","17.158114878963","16.3874480411664","18.0795924880043","13.6664260153818","14.278809353106","12.5597622832937","17.415"
2023-06-30 01:00:00,"13.2361363303205","13.9045720625352","16.5516914440366","15.9077645426013","17.6940655456134","13.4833449813821","13.9767061199389","12.1559458802604","16.796"
2023-06-30 02:00:00,"13.000995084542","13.4961676359114","16.0232717385132","15.5602965655258","17.3920514008891","13.3117664207227","13.7740302110713","11.9033700978055","16.296"
2023-06-30 03:00:00,"12.8277936443831","13.1388137626156","15.5160242654028","15.2566023769752","17.0807661535353","13.1397085903409","13.6164475815132","11.7215289640912","15.819"
2023-06-30 04:00:00,"12.6974710905204","12.8314468894534","15.0540122155384","15.0122127139545","16.8450031318031","12.9791532332993","13.4922306321848","11.5875663048806","15.414"
2023-06-30 05:00:00,"12.6283769291647","12.5751305696192","14.6141533867378","14.8170415017049","16.6031739245369","12.8185978762577","13.4126750760303","11.523482279636","15.079"
2023-06-30 06:00:00,"12.5393866330745","12.3443395264489","14.2550213626812","14.6359304817387","16.377673277537","12.6920706695145","13.3247863008394","11.4335605223844","14.816"
2023-06-30 07:00:00,"12.5123060699678","12.293288973121","14.1857806863754","14.6134816203449","16.2921269592398","12.6690657228339","13.3008554421715","11.4047705975947","14.721"
2023-06-30 08:00:00,"12.6560517433054","12.4985547396272","14.4161174617954","14.7859771102738","16.4842756533554","12.7380805628757","13.4182398570403","11.5624748108042","14.912"
2023-06-30 09:00:00,"12.9522741468763","12.9590732727733","14.9691138911233","15.1952635560538","16.9789188238273","12.91061766298","13.6656438325018","11.8846730025504","15.39"
2023-06-30 10:00:00,"13.3547079959521","13.6493192958953","15.8552751141463","15.8007380369513","17.7031534638971","13.1972209570423","14.0112351769872","12.3175935308112","15.915"
2023-06-30 11:00:00,"13.9952892584113","14.4384757660903","16.619552109634","16.5657607297297","18.5407005212463","13.4033069377226","14.5159148415178","13.0297143944985","16.534"
2023-06-30 12:00:00,"14.6076315283318","15.3031445130829","17.5804225159744","17.41458374296","19.3615716021533","13.6894309620624","15.0145311654828","13.7022429369179","17.249"
2023-06-30 13:00:00,"15.2816204624869","16.1901478771565","18.5029165126375","18.2353565370616","20.1642441264587","13.952070769999","15.5538492696029","14.4472881056483","18.01"
2023-06-30 14:00:00,"15.7973409916255","16.8740125811125","19.2195405123792","18.8913655857282","20.7669881178044","14.1571982112343","15.9672785829834","15.0169963163296","18.771"
2023-06-30 15:00:00,"16.210053854165","17.5568137318742","20.0759843637569","19.4528778218412","21.356155683203","14.4308612227887","16.3180177332905","15.462838609382","19.793"
2023-06-30 16:00:00,"15.919556339885","17.4557761784125","20.2656147459756","19.3060153488898","21.2841857908529","14.5449274167466","16.1268364923752","15.1208056299913","20.079"
2023-06-30 17:00:00,"15.7001767044399","17.3292133482869","20.3038871405876","19.123540895597","21.4164459872617","14.5904580403853","15.9750842722553","14.8662434463721","20.246"
2023-06-30 18:00:00,"15.5682774494175","17.1771252414973","20.1682388086228","18.9437939586132","21.1010699173101","14.5564298900869","15.8726944540481","14.7188403983382","20.269"
2023-06-30 19:00:00,"15.2421509346615","16.7219244743229","19.6675804276836","18.4824891125498","20.5811163424238","14.4083355458306","15.6079165141296","14.3602644774635","20.031"
2023-06-30 20:00:00,"14.8182729942834","16.1146356003588","18.9841862595377","17.8847677665454","19.8937897560284","14.2032081045954","15.2614792905099","13.8953742177313","19.508"
2023-06-30 21:00:00,"14.4231694802502","15.5307448966701","18.3099646623952","17.3364784444464","19.2461195901077","13.9976013936377","14.9359437582305","13.4633676800081","18.842"
2023-06-30 22:00:00,"14.0722204440238","14.9979047463094","17.6814400139376","16.8532878380031","18.6538487066955","13.8034971560203","14.6447043518719","13.0806954216628","18.2"
2023-06-30 23:00:00,"13.6659518521521","14.4895263194183","17.1802681000269","16.3556771410251","18.2213658366178","13.6664260153818","14.3234707462799","12.6296409172598","17.629"
2023-07-01 00:00:00,"13.4420928462907","14.1332359993168","16.745094323869","16.0212525333652","17.9386468871986","13.5293548747433","14.1352908745184","12.3867665098807","17.225"
2023-07-01 01:00:00,"13.215411620395","13.8024709558793","16.3671036248341","15.7222130451199","17.7445738065716","13.4148094110629","13.9491430509734","12.1385987250828","16.868"
2023-07-01 02:00:00,"13.0451495623489","13.5472181892394","16.068968687198","15.5072007382535","17.5943571031365","13.323268894063","13.8083263369922","11.9527043771834","16.558"
2023-07-01 03:00:00,"12.9225756152564","13.3174906992635","15.7583666324729","15.3221288885554","17.4450735141098","13.2202259037229","13.7002055868509","11.8222937008552","16.272"
2023-07-01 04:00:00,"12.8476897791176","13.1132884859516","15.4352974606589","15.1778868205179","17.2563717866649","13.1056804400425","13.6247808005496","11.7473666960982","15.963"
2023-07-01 05:00:00,"12.7857800461341","12.9335479961093","15.145406112908","15.030340847365","17.0837603374297","13.0021581799799","13.5608228840266","11.6862348636364","15.7"
2023-07-01 06:00:00,"12.7828406640212","12.8314468894534","14.9362935774337","14.9473304888539","16.9591432968903","12.9216408665978","13.5440569684497","11.6902880778215","15.509"
2023-07-01 07:00:00,"12.8198107134559","12.8059216127894","14.8320230450688","14.9387149588166","16.8810018524058","12.8761102429592","13.5627554547391","11.7366701644167","15.438"
2023-07-01 08:00:00,"12.9081196690695","12.9080227194453","14.9234169424385","15.0378324431394","16.9508053086692","12.8991151896398","13.6313477065809","11.8353387231725","15.485"
2023-07-01 09:00:00,"13.0661170370729","13.1388137626156","15.1873930673605","15.2511577147289","17.1900152970723","12.9791532332993","13.7611294369193","12.0082939135514","15.724"
2023-07-01 10:00:00,"13.3447013475456","13.5982687425673","15.7624907102196","15.6700765134141","17.6859971558231","13.1627135370215","13.9976695855722","12.3093479606096","16.129"
2023-07-01 11:00:00,"13.8164133055478","14.2608623826367","16.4953899061074","16.2585231369997","18.2882339742164","13.380301991042","14.3812609456062","12.8276836896679","16.654"
2023-07-01 12:00:00,"14.3233727051544","15.0234300229733","17.3884101426991","16.9703428911107","19.0201117701554","13.6549235420415","14.8009197504765","13.3809993187433","17.249"
2023-07-01 13:00:00,"14.880278257351","15.7849341101157","18.2103376709891","17.7074484020847","19.6457346064519","13.8950376730201","15.2507439114145","13.9944922067089","17.843"
2023-07-01 14:00:00,"15.1099289379955","16.0891103236948","18.5287217901605","18.0342743025751","19.903092175032","13.9860989202974","15.4347930133229","14.2482095936004","18.224"
